id,buildingblock1_smiles,buildingblock2_smiles,buildingblock3_smiles,molecule_smiles,protein_name,binds
20509,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CC1(CN)CCC2(CC1)OCCO2,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(C)CCC3(CC2)OCCO3)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20512,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CC1(F)CCN(CCN)C1.Cl.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCN2CCC(C)(F)C2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20515,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CC12CCC(CN)(C1)OC2.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC23CCC(C)(CO2)C3)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20518,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CC1=CCN(CCN)CC1.Cl.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCN2CC=C(C)CC2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20521,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CC1CC(CN)C(C)O1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CC(C)OC2C)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20524,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CC1CCCC(CN)O1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CCCC(C)O2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20527,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CC1CCc2nc(CN)sc2C1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc3c(s2)CC(C)CC3)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20530,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CC1CN(S(=O)(=O)CCN)CC(C)O1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCS(=O)(=O)N2CC(C)OC(C)C2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20533,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CC1CN(c2cc(CN)ccn2)CCO1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccnc(N3CCOC(C)C3)c2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20536,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CC1Cc2cc(CN)ccc2O1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3c(c2)CC(C)O3)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20539,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCC#CCN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC#CCC)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20542,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCC(C)(O)CCN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC(C)(O)CC)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20545,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCC(CC)(CN)OC,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(CC)(CC)OC)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20548,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCC(CN)Oc1ccccc1C.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(CC)Oc2ccccc2C)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20551,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCC1=NN(Cc2ccccc2C)C(=O)C1CCN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC2C(=O)N(Cc3ccccc3C)N=C2CC)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20554,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCC1COCCN1CCN.Cl.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCN2CCOCC2CC)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20557,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCN(CCCN)S(C)(=O)=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCN(CC)S(C)(=O)=O)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20560,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCN1C(=O)C[C@H](CN)[C@H]1c1ccncc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2CC(=O)N(CC)[C@@H]2c2ccncc2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20563,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCN1CCN(Cc2ccc(N)nc2)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(CN3CCN(CC)CC3)cn2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20566,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCOC(=O)c1c(C)csc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2scc(C)c2C(=O)OCC)n1,HSA,0
20569,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCOC(=O)c1c[nH]nc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2n[nH]cc2C(=O)OCC)n1,HSA,0
20572,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCOC(=O)c1cc(N)[nH]n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2cc(C(=O)OCC)n[nH]2)n1,HSA,0
20575,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCOC(=O)c1cccnc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2ncccc2C(=O)OCC)n1,HSA,0
20578,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCOC(=O)c1cnc(N)[nH]1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2ncc(C(=O)OCC)[nH]2)n1,HSA,0
20581,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCOC(=O)c1cnc(SC)nc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2nc(SC)ncc2C(=O)OCC)n1,HSA,0
20584,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCOC(=O)c1cncnc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2ncncc2C(=O)OCC)n1,HSA,0
20587,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCOC(=O)c1cnn(C)c1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2c(C(=O)OCC)cnn2C)n1,HSA,0
20590,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCOC(=O)c1coc(N)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2nc(C(=O)OCC)co2)n1,HSA,0
20593,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCOC(=O)c1csc(N)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2nc(C(=O)OCC)cs2)n1,HSA,0
20596,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCOC(=O)c1ncccc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2cccnc2C(=O)OCC)n1,HSA,0
20599,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCOC(=O)c1nnc(N)o1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2nnc(C(=O)OCC)o2)n1,HSA,0
20602,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCOC(=O)c1nonc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2nonc2C(=O)OCC)n1,HSA,0
20605,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCOC(=O)c1sc(N)nc1C,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2nc(C)c(C(=O)OCC)s2)n1,HSA,0
20608,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCOCCCN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCOCC)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20611,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCON(C)C(=O)CN.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=O)N(C)OCC)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20614,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCON(CC)C(=O)CN.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=O)N(CC)OCC)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20617,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCOc1cc(N)ccn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccnc(OCC)c2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20620,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCOc1cc2c(cc1CN)OC(C)C2.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc3c(cc2OCC)CC(C)O3)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20623,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCOc1ccnc(N)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(OCC)ccn2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20626,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCS(=O)(=O)N1CC(CN)C1.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CN(S(=O)(=O)CC)C2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20629,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCS(=O)CCN.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCS(=O)CC)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20632,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCSC1CCC1(O)CN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(O)CCC2SCC)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20635,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCSc1ccc(CN)cc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(SCC)cc2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20638,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCc1cc(N)n[nH]1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(CC)[nH]n2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20641,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCn1cc(N)c(C)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2cn(CC)nc2C)n1,HSA,0
20644,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCn1cc2cc(N)ccc2n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc3nn(CC)cc3c2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20647,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CCn1nccc1CN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccnn2CC)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20650,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN(C)C(=O)C1CCC(CN)O1.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CCC(C(=O)N(C)C)O2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20653,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN(C)C(CN)c1ccco1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(c2ccco2)N(C)C)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20656,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN(C)C1(CN)CCSC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2(N(C)C)CCSC2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20659,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN(C)c1cccnc1CN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ncccc2N(C)C)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20662,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN(C)c1ncccc1CN.Cl.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cccnc2N(C)C)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20665,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN(CC(F)(F)F)C(=O)CN.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=O)N(C)CC(F)(F)F)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20668,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN(CCN)C1CCOCC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCN(C)C2CCOCC2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20671,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN(Cc1ccco1)Cc1ccccc1CN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccccc2CN(C)Cc2ccco2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20674,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN1C(=O)Cc2cc(CN)ccc21.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3c(c2)CC(=O)N3C)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20677,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN1CC(CCN)CC1=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC2CC(=O)N(C)C2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20680,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN1CC(CN)CC1=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CC(=O)N(C)C2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20683,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN1CC2(CCC1CN)CC2.Cl.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CCC3(CC3)CN2C)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20686,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN1CCN(C(=O)CCN)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC(=O)N2CCN(C)CC2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20689,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN1CCN(C(=O)CN)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=O)N2CCN(C)CC2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20692,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN1CCN(Cc2ccc(N)cc2C(F)(F)F)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20695,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN1CCN(Cc2cccc(N)c2)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(CN3CCN(C)CC3)c2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20698,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN1CCN(Cc2ccccc2N)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2ccccc2CN2CCN(C)CC2)n1,HSA,0
20701,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN1CCN(c2ccc(N)cc2F)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(N3CCN(C)CC3)c(F)c2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20704,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CN1CCO[C@@H](CN)[C@@H]1c1cnn(C)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2OCCN(C)[C@H]2c2cnn(C)c2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20707,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CNC(=O)C(O)CN.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(O)C(=O)NC)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20710,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CNC(=O)COCCN.Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCOCC(=O)NC)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20713,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(Oc3ccnc(C(=O)NC)c3)cc2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20716,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,CNC(=O)c1ccc(N)cc1F,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(=O)NC)c(F)c2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20719,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,COC(=O)Cc1nc(N)sc1C,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2nc(CC(=O)OC)c(C)s2)n1,HSA,0
20722,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,COC(=O)c1c[nH]c(C(=O)OC)c1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2c(C(=O)OC)c[nH]c2C(=O)OC)n1,HSA,0
20725,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,COC(=O)c1c[nH]nc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2n[nH]cc2C(=O)OC)n1,HSA,0
20728,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,COC(=O)c1cc(Cl)ccc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2ccc(Cl)cc2C(=O)OC)n1,HSA,0
20731,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,COC(=O)c1cc(Cl)nc(Cl)c1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2c(C(=O)OC)cc(Cl)nc2Cl)n1,HSA,0
20734,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,COC(=O)c1cc(N)cc(F)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(F)cc(C(=O)OC)c2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20737,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,COC(=O)c1cc(N)cc(O)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(O)cc(C(=O)OC)c2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20740,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,COC(=O)c1cc(N)ccc1C,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C)c(C(=O)OC)c2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20743,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,COC(=O)c1cc(N)ccc1Cl,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(Cl)c(C(=O)OC)c2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20746,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,COC(=O)c1cc(N)cs1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2csc(C(=O)OC)c2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20749,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,COC(=O)c1cc(OC)c(OC)cc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2cc(OC)c(OC)cc2C(=O)OC)n1,HSA,0
20752,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,COC(=O)c1ccc(N)cc1C,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(=O)OC)c(C)c2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
20755,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,COC(=O)c1ccc(N)cc1O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C(=O)OC)c(O)c2)nc(Nc2cccc(NC(C)=O)n2)n1,HSA,0
