id,bb1_smiles,bb2_smiles,bb3_smiles,molecule_smiles,protein_name,binds
7961,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.Cl.NCC#Cc1cccnc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC#Cc2cccnc2)nc(NCCNC(=O)C(=C)C)n1,sEH,0
7964,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.Cl.NCC(O)c1ccncc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCC(O)c2ccncc2)n1,sEH,0
7967,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.Cl.NCc1ccc2scnc2c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2ccc3scnc3c2)n1,sEH,0
7970,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.Cl.NCc1nc2c(F)c(F)ccc2[nH]1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2nc3c(F)c(F)ccc3[nH]2)n1,sEH,0
7973,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.Cl.NCc1nc2c(s1)CCC2,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2nc3c(s2)CCC3)n1,sEH,0
7976,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.Cn1cc(N)ccc1=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(Nc2ccc(=O)n(C)c2)n1,sEH,0
7979,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.NCC1C=CCC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCC2C=CCC2)n1,sEH,0
7982,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.NCC1CC12CCOCC2,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCC2CC23CCOCC3)n1,sEH,0
7985,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.NCC1Cc2ccccc2NC1=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCC2Cc3ccccc3NC2=O)n1,sEH,0
7988,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.NCCC(=O)NCc1ccccc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCCC(=O)NCc2ccccc2)n1,sEH,0
7991,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.NCCS(=O)(=O)C1CCOCC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCCS(=O)(=O)C2CCOCC2)n1,sEH,0
7994,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.NCCS(=O)(=O)Nc1ccccc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCCS(=O)(=O)Nc2ccccc2)n1,sEH,0
7997,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.NCc1cc(Br)no1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2cc(Br)no2)n1,sEH,0
8000,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.NCc1ccc(-c2nnn[nH]2)cc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2ccc(-c3nnn[nH]3)cc2)n1,sEH,0
8003,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.NCc1ccsc1C(F)(F)F,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2ccsc2C(F)(F)F)n1,sEH,0
8006,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.NCc1cnc(Cl)s1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2cnc(Cl)s2)n1,sEH,0
8009,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.NCc1nc(-c2ccco2)n[nH]1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2nc(-c3ccco3)n[nH]2)n1,sEH,0
8012,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.NCc1nc2cc(F)ccc2o1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2nc3cc(F)ccc3o2)n1,sEH,0
8015,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cl.NCc1nc2ccccc2c(=O)[nH]1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2nc3ccccc3c(=O)[nH]2)n1,sEH,0
8018,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cn1c(=O)cc(N)[nH]c1=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(Nc2cc(=O)n(C)c(=O)[nH]2)n1,sEH,0
8021,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cn1c(N)cc(=O)n(C)c1=O,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(Nc2cc(=O)n(C)c(=O)n2C)n1,sEH,0
8024,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cn1cc(C(F)F)c(CN)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2nn(C)cc2C(F)F)n1,sEH,0
8027,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cn1cc(CN)cn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2cnn(C)c2)n1,sEH,0
8030,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cn1cc(N)cn1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(Nc2cnn(C)c2)n1,sEH,0
8033,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cn1ccc(N)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(Nc2ccn(C)n2)n1,sEH,0
8036,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cn1ccc(S(=O)(=O)NCCN)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCCNS(=O)(=O)c2ccn(C)c2)n1,sEH,0
8039,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cn1ncc(C#N)c1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(Nc2c(C#N)cnn2C)n1,sEH,0
8042,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cn1nccc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(Nc2ccnn2C)n1,sEH,0
8045,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cn1nccc1[C@@H]1OCC[C@H]1CN,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NC[C@@H]2CCO[C@H]2c2ccnn2C)n1,sEH,0
8048,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Cn1nnc(N)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(Nc2nnn(C)n2)n1,sEH,0
8051,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,N#Cc1c(N)sc2c1CCCC2,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(Nc2sc3c(c2C#N)CCCC3)n1,sEH,0
8054,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,N#Cc1c[nH]nc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(Nc2n[nH]cc2C#N)n1,sEH,0
8057,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,N#Cc1ccc(N)cc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(Nc2ccc(C#N)cc2)n1,sEH,0
8060,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,N#Cc1ccc2nc(N)sc2c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(Nc2nc3ccc(C#N)cc3s2)n1,sEH,0
8063,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,N#Cc1ccsc1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(Nc2sccc2C#N)n1,sEH,0
8066,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,N#Cc1cnc2c(C#N)cnn2c1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(Nc2c(C#N)cnc3c(C#N)cnn23)n1,sEH,0
8069,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,N#Cc1cnn(-c2ccccc2)c1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(Nc2c(C#N)cnn2-c2ccccc2)n1,sEH,0
8072,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,N#Cc1nc[nH]c1N,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(Nc2[nH]cnc2C#N)n1,sEH,0
8075,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCC(O)c1ccc(Cl)s1.O=C(O)C(F)(F)F,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCC(O)c2ccc(Cl)s2)n1,sEH,0
8078,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCC(c1cccc(F)c1)N1CCOCC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCC(c2cccc(F)c2)N2CCOCC2)n1,sEH,0
8081,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCC(c1cccs1)N1CCOCC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCC(c2cccs2)N2CCOCC2)n1,sEH,0
8084,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCC1(c2ccc(Cl)cc2Cl)CCCC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCC2(c3ccc(Cl)cc3Cl)CCCC2)n1,sEH,0
8087,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCC1(c2ccc3c(c2)OCO3)CCCCC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCC2(c3ccc4c(c3)OCO4)CCCCC2)n1,sEH,0
8090,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCC1CC2(CC2)CO1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCC2CC3(CC3)CO2)n1,sEH,0
8093,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCC1CCC2CC2C1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCC2CCC3CC3C2)n1,sEH,0
8096,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCC1CCCn2ccnc21,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCC2CCCn3ccnc32)n1,sEH,0
8099,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCC1CCN(c2ccncc2)CC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCC2CCN(c3ccncc3)CC2)n1,sEH,0
8102,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCC1CN2CCN1CC2,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCC2CN3CCN2CC3)n1,sEH,0
8105,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCC1CS(=O)(=O)c2ccccc21,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCC2CS(=O)(=O)c3ccccc32)n1,sEH,0
8108,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCC1CSCCN1Cc1ccccc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCC2CSCCN2Cc2ccccc2)n1,sEH,0
8111,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCCC(=O)NCc1ccncc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCCC(=O)NCc2ccncc2)n1,sEH,0
8114,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCCC1CCOC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCCC2CCOC2)n1,sEH,0
8117,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCCN1CCCOCC1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCCN2CCCOCC2)n1,sEH,0
8120,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCCOc1cccnc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCCOc2cccnc2)n1,sEH,0
8123,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCCS(=O)Cc1ccccc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCCS(=O)Cc2ccccc2)n1,sEH,0
8126,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCCc1ccc(N2CCOCC2)c(F)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCCc2ccc(N3CCOCC3)c(F)c2)n1,sEH,0
8129,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCCc1ccncc1F,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCCc2ccncc2F)n1,sEH,0
8132,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCCc1ncc(Br)s1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCCc2ncc(Br)s2)n1,sEH,0
8135,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCCc1nccc(C2CC2)n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCCc2nccc(C3CC3)n2)n1,sEH,0
8138,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1cc(C(F)F)on1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2cc(C(F)F)on2)n1,sEH,0
8141,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1cc2c(s1)CCSC2,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2cc3c(s2)CCSC3)n1,sEH,0
8144,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1ccc(C(=O)N2CCCC2)cc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2ccc(C(=O)N3CCCC3)cc2)n1,sEH,0
8147,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1ccc(CN2CCCC2=O)cc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2ccc(CN3CCCC3=O)cc2)n1,sEH,0
8150,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1ccc(F)nc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2ccc(F)nc2)n1,sEH,0
8153,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1ccc(N2CCOCC2)cc1C(F)(F)F,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2ccc(N3CCOCC3)cc2C(F)(F)F)n1,sEH,0
8156,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1ccc(NC(=O)c2ccco2)cc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2ccc(NC(=O)c3ccco3)cc2)n1,sEH,0
8159,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1ccc(Oc2cccnc2)c(F)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2ccc(Oc3cccnc3)c(F)c2)n1,sEH,0
8162,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1cccc(C(=O)N2CCCC2)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2cccc(C(=O)N3CCCC3)c2)n1,sEH,0
8165,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1cccnc1OC(F)F,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2cccnc2OC(F)F)n1,sEH,0
8168,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1ccon1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2ccon2)n1,sEH,0
8171,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1ccsc1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2ccsc2)n1,sEH,0
8174,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1ccsc1Br,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2ccsc2Br)n1,sEH,0
8177,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1cn2cc(Cl)ccc2n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2cn3cc(Cl)ccc3n2)n1,sEH,0
8180,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1cn2cccc(F)c2n1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2cn3cccc(F)c3n2)n1,sEH,0
8183,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1cnc(-c2ccccc2)o1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2cnc(-c3ccccc3)o2)n1,sEH,0
8186,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1cnc(-c2ccccc2)s1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2cnc(-c3ccccc3)s2)n1,sEH,0
8189,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1cnc(N2CCOCC2)c(F)c1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2cnc(N3CCOCC3)c(F)c2)n1,sEH,0
8192,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1cnns1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2cnns2)n1,sEH,0
8195,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1nc(-c2ccsc2)no1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2nc(-c3ccsc3)no2)n1,sEH,0
8198,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1nc2c(s1)CCCC2,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2nc3c(s2)CCCC3)n1,sEH,0
8201,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1nc2c(s1)CCCCC2,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2nc3c(s2)CCCCC3)n1,sEH,0
8204,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1nc2ccccc2s1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2nc3ccccc3s2)n1,sEH,0
8207,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1nccs1,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2nccs2)n1,sEH,0
8210,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1noc2c1COCC2,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2noc3c2COCC3)n1,sEH,0
8213,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,NCc1sncc1Br,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(NCc2sncc2Br)n1,sEH,0
8216,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)C(=O)NCCN.Cl,Nc1[nH]c(=O)ncc1F,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)C(=C)C)nc(Nc2[nH]c(=O)ncc2F)n1,sEH,0
